index,processed,sku
220,False,None
221,False,None
222,False,None
223,False,None
224,False,None
225,False,None
226,False,None
227,False,None
228,False,None
229,False,None
230,False,None
231,False,None
232,False,None
233,False,None
234,False,None
235,False,None
236,False,None
237,False,None
238,False,None
239,False,None
240,False,None
241,False,None
242,False,None
243,False,None
244,False,None
245,False,None
246,False,None
247,False,None
248,False,None
249,False,None
250,False,None
251,False,None
252,False,None
253,False,None
254,False,None
255,False,None
256,False,None
257,False,None
258,False,None
259,False,None
260,False,None
261,False,None
262,False,None
263,False,None
264,False,None
265,False,None
266,False,None
267,False,None
268,False,None
269,False,None
270,False,None
271,False,None
272,False,None
273,False,None
274,False,None
275,False,None
276,False,None
277,False,None
278,False,None
279,False,None
280,False,None
281,False,None
282,False,None
283,False,None
284,False,None
285,False,None
286,False,None
287,False,None
288,False,None
289,False,None
290,False,None
291,False,None
292,False,None
293,False,None
294,False,None
295,False,None
296,False,None
297,False,None
298,False,None
299,False,None
300,False,None
301,False,None
302,False,None
303,False,None
304,False,None
305,False,None
306,False,None
307,False,None
308,False,None
309,False,None
310,False,None
311,False,None
312,False,None
313,False,None
314,False,None
315,False,None
316,False,None
317,False,None
318,False,None
319,False,None
320,False,None
321,False,None
322,False,None
323,False,None
324,False,None
325,False,None
326,False,None
327,False,None
328,False,None
329,False,None
330,False,None
331,False,None
332,False,None
333,False,None
334,False,None
335,False,None
336,False,None
337,False,None
338,False,None
339,False,None
340,False,None
341,False,None
342,False,None
343,False,None
344,False,None
345,False,None
346,False,None
347,False,None
348,False,None
349,False,None
350,False,None
351,False,None
352,False,None
353,False,None
354,False,None
355,False,None
356,False,None
357,False,None
358,False,None
359,False,None
360,False,None
361,False,None
362,False,None
363,False,None
364,False,None
365,False,None
366,False,None
367,False,None
368,False,None
369,False,None
370,False,None
371,False,None
372,False,None
373,False,None
374,False,None
375,False,None
376,False,None
377,False,None
378,False,None
379,False,None
380,False,None
381,False,None
382,False,None
383,False,None
384,False,None
385,False,None
386,False,None
387,False,None
388,False,None
389,False,None
390,False,None
391,False,None
392,False,None
393,False,None
394,False,None
395,False,None
396,False,None
397,False,None
398,False,None
399,False,None
400,False,None
401,False,None
402,False,None
403,False,None
404,False,None
405,False,None
406,False,None
407,False,None
408,False,None
409,False,None
410,False,None
411,False,None
412,False,None
413,False,None
414,False,None
415,False,None
416,False,None
417,False,None
418,False,None
419,False,None
420,False,None
421,False,None
422,False,None
423,False,None
424,False,None
425,False,None
426,False,None
427,False,None
428,False,None
429,False,None
430,False,None
431,False,None
432,False,None
433,False,None
434,False,None
435,False,None
436,False,None
437,False,None
438,False,None
439,False,None
440,False,None
441,False,None
442,False,None
443,False,None
444,False,None
445,False,None
446,False,None
447,False,None
448,False,None
449,False,None
450,False,None
451,False,None
452,False,None
453,False,None
454,False,None
455,False,None
456,False,None
457,False,None
458,False,None
459,False,None
460,False,None
461,False,None
462,False,None
463,False,None
464,False,None
465,False,None
466,False,None
467,False,None
468,False,None
469,False,None
470,False,None
471,False,None
472,False,None
473,False,None
474,False,None
475,False,None
476,False,None
477,False,None
478,False,None
479,False,None
480,False,None
481,False,None
482,False,None
483,False,None
484,False,None
485,False,None
486,False,None
487,False,None
488,False,None
489,False,None
490,False,None
491,False,None
492,False,None
493,False,None
494,False,None
495,False,None
496,False,None
497,False,None
498,False,None
499,False,None
500,False,None
501,False,None
502,False,None
503,False,None
504,False,None
505,False,None
506,False,None
507,False,None
508,False,None
509,False,None
510,False,None
511,False,None
512,False,None
513,False,None
514,False,None
515,False,None
516,False,None
517,False,None
518,False,None
519,False,None
520,False,None
521,False,None
522,False,None
523,False,None
524,False,None
525,False,None
526,False,None
527,False,None
528,False,None
529,False,None
530,False,None
531,False,None
532,False,None
533,False,None
534,False,None
535,False,None
536,False,None
537,False,None
538,False,None
539,False,None
540,False,None
541,False,None
542,False,None
543,False,None
544,False,None
545,False,None
546,False,None
547,False,None
548,False,None
549,False,None
550,False,None
551,False,None
552,False,None
553,False,None
554,False,None
555,False,None
556,False,None
557,False,None
558,False,None
559,False,None
560,False,None
561,False,None
562,False,None
563,False,None
564,False,None
565,False,None
566,False,None
567,False,None
568,False,None
569,False,None
570,False,None
571,False,None
572,False,None
573,False,None
574,False,None
575,False,None
576,False,None
577,False,None
578,False,None
579,False,None
580,False,None
581,False,None
582,False,None
583,False,None
584,False,None
585,False,None
586,False,None
587,False,None
588,False,None
589,False,None
590,False,None
591,False,None
592,False,None
593,False,None
594,False,None
595,False,None
596,False,None
597,False,None
598,False,None
599,False,None
600,False,None
601,False,None
602,False,None
603,False,None
604,False,None
605,False,None
606,False,None
607,False,None
608,False,None
609,False,None
610,False,None
611,False,None
612,False,None
613,False,None
614,False,None
615,False,None
616,False,None
617,False,None
618,False,None
619,False,None
620,False,None
621,False,None
622,False,None
623,False,None
624,False,None
625,False,None
626,False,None
627,False,None
628,False,None
629,False,None
630,False,None
631,False,None
632,False,None
633,False,None
634,False,None
635,False,None
636,False,None
637,False,None
638,False,None
639,False,None
640,False,None
641,False,None
642,False,None
643,False,None
644,False,None
645,False,None
646,False,None
647,False,None
648,False,None
649,False,None
650,False,None
651,False,None
652,False,None
653,False,None
654,False,None
655,False,None
656,False,None
657,False,None
658,False,None
659,False,None
660,False,None
661,False,None
662,False,None
663,False,None
664,False,None
665,False,None
666,False,None
667,False,None
668,False,None
669,False,None
670,False,None
671,False,None
672,False,None
673,False,None
674,False,None
675,False,None
676,False,None
677,False,None
678,False,None
679,False,None
680,False,None
681,False,None
682,False,None
683,False,None
684,False,None
685,False,None
686,False,None
687,False,None
688,False,None
689,False,None
690,False,None
691,False,None
692,False,None
693,False,None
694,False,None
695,False,None
696,False,None
697,False,None
698,False,None
699,False,None
700,False,None
701,False,None
702,False,None
703,False,None
704,False,None
705,False,None
706,False,None
707,False,None
708,False,None
709,False,None
710,False,None
711,False,None
712,False,None
713,False,None
714,False,None
715,False,None
716,False,None
717,False,None
718,False,None
719,False,None
720,False,None
721,False,None
722,False,None
723,False,None
724,False,None
725,False,None
726,False,None
727,False,None
728,False,None
729,False,None
730,False,None
731,False,None
732,False,None
733,False,None
734,False,None
735,False,None
736,False,None
737,False,None
738,False,None
739,False,None
740,False,None
741,False,None
742,False,None
743,False,None
744,False,None
745,False,None
746,False,None
747,False,None
748,False,None
749,False,None
750,False,None
751,False,None
752,False,None
753,False,None
754,False,None
755,False,None
756,False,None
757,False,None
758,False,None
759,False,None
760,False,None
761,False,None
762,False,None
763,False,None
764,False,None
765,False,None
766,False,None
767,False,None
768,False,None
769,False,None
770,False,None
771,False,None
772,False,None
773,False,None
774,False,None
775,False,None
776,False,None
777,False,None
778,False,None
779,False,None
780,False,None
781,False,None
782,False,None
783,False,None
784,False,None
785,False,None
786,False,None
787,False,None
788,False,None
789,False,None
790,False,None
791,False,None
792,False,None
793,False,None
794,False,None
795,False,None
796,False,None
797,False,None
798,False,None
799,False,None
800,False,None
801,False,None
802,False,None
803,False,None
804,False,None
805,False,None
806,False,None
807,False,None
808,False,None
809,False,None
810,False,None
811,False,None
812,False,None
813,False,None
814,False,None
815,False,None
816,False,None
817,False,None
818,False,None
819,False,None
820,False,None
821,False,None
822,False,None
823,False,None
824,False,None
825,False,None
826,False,None
827,False,None
828,False,None
829,False,None
830,False,None
831,False,None
832,False,None
833,False,None
834,False,None
835,False,None
836,False,None
837,False,None
838,False,None
839,False,None
840,False,None
841,False,None
842,False,None
843,False,None
844,False,None
845,False,None
846,False,None
847,False,None
848,False,None
849,False,None
850,False,None
851,False,None
852,False,None
853,False,None
854,False,None
855,False,None
856,False,None
857,False,None
858,False,None
859,False,None
860,False,None
861,False,None
862,False,None
863,False,None
864,False,None
865,False,None
866,False,None
867,False,None
868,False,None
869,False,None
870,False,None
871,False,None
872,False,None
873,False,None
874,False,None
875,False,None
876,False,None
877,False,None
878,False,None
879,False,None
880,False,None
881,False,None
882,False,None
883,False,None
884,False,None
885,False,None
886,False,None
887,False,None
888,False,None
889,False,None
890,False,None
891,False,None
892,False,None
893,False,None
894,False,None
895,False,None
896,False,None
897,False,None
898,False,None
899,False,None
900,False,None
901,False,None
902,False,None
903,False,None
904,False,None
905,False,None
906,False,None
907,False,None
908,False,None
909,False,None
910,False,None
911,False,None
912,False,None
913,False,None
914,False,None
915,False,None
916,False,None
917,False,None
918,False,None
919,False,None
920,False,None
921,False,None
922,False,None
923,False,None
924,False,None
925,False,None
926,False,None
927,False,None
928,False,None
929,False,None
930,False,None
931,False,None
932,False,None
933,False,None
934,False,None
935,False,None
936,False,None
937,False,None
938,False,None
939,False,None
940,False,None
941,False,None
942,False,None
943,False,None
944,False,None
945,False,None
946,False,None
947,False,None
948,False,None
949,False,None
950,False,None
951,False,None
952,False,None
953,False,None
954,False,None
955,False,None
956,False,None
957,False,None
958,False,None
959,False,None
960,False,None
961,False,None
962,False,None
963,False,None
964,False,None
965,False,None
966,False,None
967,False,None
968,False,None
969,False,None
970,False,None
971,False,None
972,False,None
973,False,None
974,False,None
975,False,None
976,False,None
977,False,None
978,False,None
979,False,None
980,False,None
981,False,None
982,False,None
983,False,None
984,False,None
985,False,None
986,False,None
987,False,None
988,False,None
989,False,None
990,False,None
991,False,None
992,False,None
993,False,None
994,False,None
995,False,None
996,False,None
997,False,None
998,False,None
999,False,None
1000,False,None
1001,False,None
1002,False,None
1003,False,None
1004,False,None
1005,False,None
1006,False,None
1007,False,None
1008,False,None
1009,False,None
1010,False,None
1011,False,None
1012,False,None
1013,False,None
1014,False,None
1015,False,None
1016,False,None
1017,False,None
1018,False,None
1019,False,None
1020,False,None
1021,False,None
1022,False,None
1023,False,None
1024,False,None
1025,False,None
1026,False,None
1027,False,None
1028,False,None
1029,False,None
1030,False,None
1031,False,None
1032,False,None
1033,False,None
1034,False,None
1035,False,None
1036,False,None
1037,False,None
1038,False,None
1039,False,None
1040,False,None
1041,False,None
1042,False,None
1043,False,None
1044,False,None
1045,False,None
1046,False,None
1047,False,None
1048,False,None
1049,False,None
1050,False,None
1051,False,None
1052,False,None
1053,False,None
1054,False,None
1055,False,None
1056,False,None
1057,False,None
1058,False,None
1059,False,None
1060,False,None
1061,False,None
1062,False,None
1063,False,None
1064,False,None
1065,False,None
1066,False,None
1067,False,None
1068,False,None
1069,False,None
1070,False,None
1071,False,None
1072,False,None
1073,False,None
1074,False,None
1075,False,None
1076,False,None
1077,False,None
1078,False,None
1079,False,None
1080,False,None
1081,False,None
1082,False,None
1083,False,None
1084,False,None
1085,False,None
1086,False,None
1087,False,None
1088,False,None
1089,False,None
1090,False,None
1091,False,None
1092,False,None
1093,False,None
1094,False,None
1095,False,None
1096,False,None
1097,False,None
1098,False,None
1099,False,None
1100,False,None
1101,False,None
1102,False,None
1103,False,None
1104,False,None
1105,False,None
1106,False,None
1107,False,None
1108,False,None
1109,False,None
1110,False,None
1111,False,None
1112,False,None
1113,False,None
1114,False,None
1115,False,None
1116,False,None
1117,False,None
1118,False,None
1119,False,None
1120,False,None
1121,False,None
1122,False,None
1123,False,None
1124,False,None
1125,False,None
1126,False,None
1127,False,None
1128,False,None
1129,False,None
1130,False,None
1131,False,None
1132,False,None
1133,False,None
1134,False,None
1135,False,None
1136,False,None
1137,False,None
1138,False,None
1139,False,None
1140,False,None
1141,False,None
1142,False,None
1143,False,None
1144,False,None
1145,False,None
1146,False,None
1147,False,None
1148,False,None
1149,False,None
1150,False,None
1151,False,None
1152,False,None
1153,False,None
1154,False,None
1155,False,None
1156,False,None
1157,False,None
1158,False,None
1159,False,None
1160,False,None
1161,False,None
1162,False,None
1163,False,None
1164,False,None
1165,False,None
1166,False,None
1167,False,None
1168,False,None
1169,False,None
1170,False,None
1171,False,None
1172,False,None
1173,False,None
1174,False,None
1175,False,None
1176,False,None
1177,False,None
1178,False,None
1179,False,None
1180,False,None
1181,False,None
1182,False,None
1183,False,None
1184,False,None
1185,False,None
1186,False,None
1187,False,None
1188,False,None
1189,False,None
1190,False,None
1191,False,None
1192,False,None
1193,False,None
1194,False,None
1195,False,None
1196,False,None
1197,False,None
1198,False,None
1199,False,None
1200,False,None
1201,False,None
1202,False,None
1203,False,None
1204,False,None
1205,False,None
1206,False,None
1207,False,None
1208,False,None
1209,False,None
1210,False,None
1211,False,None
1212,False,None
1213,False,None
1214,False,None
1215,False,None
1216,False,None
1217,False,None
1218,False,None
1219,False,None
1220,False,None
1221,False,None
1222,False,None
1223,False,None
1224,False,None
1225,False,None
1226,False,None
1227,False,None
1228,False,None
1229,False,None
1230,False,None
1231,False,None
1232,False,None
1233,False,None
1234,False,None
1235,False,None
1236,False,None
1237,False,None
1238,False,None
1239,False,None
1240,False,None
1241,False,None
1242,False,None
1243,False,None
1244,False,None
1245,False,None
1246,False,None
1247,False,None
1248,False,None
1249,False,None
1250,False,None
1251,False,None
1252,False,None
1253,False,None
1254,False,None
1255,False,None
1256,False,None
1257,False,None
1258,False,None
1259,False,None
1260,False,None
1261,False,None
1262,False,None
1263,False,None
1264,False,None
1265,False,None
1266,False,None
1267,False,None
1268,False,None
1269,False,None
1270,False,None
1271,False,None
1272,False,None
1273,False,None
1274,False,None
1275,False,None
1276,False,None
1277,False,None
1278,False,None
1279,False,None
1280,False,None
1281,False,None
1282,False,None
1283,False,None
1284,False,None
1285,False,None
1286,False,None
1287,False,None
1288,False,None
1289,False,None
1290,False,None
1291,False,None
1292,False,None
1293,False,None
1294,False,None
1295,False,None
1296,False,None
1297,False,None
1298,False,None
1299,False,None
1300,False,None
1301,False,None
1302,False,None
1303,False,None
1304,False,None
1305,False,None
1306,False,None
1307,False,None
1308,False,None
1309,False,None
1310,False,None
1311,False,None
1312,False,None
1313,False,None
1314,False,None
1315,False,None
1316,False,None
1317,False,None
1318,False,None
1319,False,None
1320,False,None
1321,False,None
1322,False,None
1323,False,None
1324,False,None
1325,False,None
1326,False,None
1327,False,None
1328,False,None
1329,False,None
1330,False,None
1331,False,None
1332,False,None
1333,False,None
1334,False,None
1335,False,None
1336,False,None
1337,False,None
1338,False,None
1339,False,None
1340,False,None
1341,False,None
1342,False,None
1343,False,None
1344,False,None
1345,False,None
1346,False,None
1347,False,None
1348,False,None
1349,False,None
1350,False,None
1351,False,None
1352,False,None
1353,False,None
1354,False,None
1355,False,None
1356,False,None
1357,False,None
1358,False,None
1359,False,None
1360,False,None
1361,False,None
1362,False,None
1363,False,None
1364,False,None
1365,False,None
1366,False,None
1367,False,None
1368,False,None
1369,False,None
1370,False,None
1371,False,None
1372,False,None
1373,False,None
1374,False,None
1375,False,None
1376,False,None
1377,False,None
1378,False,None
1379,False,None
1380,False,None
1381,False,None
1382,False,None
1383,False,None
1384,False,None
1385,False,None
1386,False,None
1387,False,None
1388,False,None
1389,False,None
1390,False,None
1391,False,None
1392,False,None
1393,False,None
1394,False,None
1395,False,None
1396,False,None
1397,False,None
1398,False,None
1399,False,None
1400,False,None
1401,False,None
1402,False,None
1403,False,None
1404,False,None
1405,False,None
1406,False,None
1407,False,None
1408,False,None
1409,False,None
1410,False,None
1411,False,None
1412,False,None
1413,False,None
1414,False,None
1415,False,None
1416,False,None
1417,False,None
1418,False,None
1419,False,None
1420,False,None
1421,False,None
1422,False,None
1423,False,None
1424,False,None
1425,False,None
1426,False,None
1427,False,None
1428,False,None
1429,False,None
1430,False,None
1431,False,None
1432,False,None
1433,False,None
1434,False,None
1435,False,None
1436,False,None
1437,False,None
1438,False,None
1439,False,None
1440,False,None
1441,False,None
1442,False,None
1443,False,None
1444,False,None
1445,False,None
1446,False,None
1447,False,None
1448,False,None
1449,False,None
1450,False,None
1451,False,None
1452,False,None
1453,False,None
1454,False,None
1455,False,None
1456,False,None
1457,False,None
1458,False,None
1459,False,None
1460,False,None
1461,False,None
1462,False,None
1463,False,None
1464,False,None
1465,False,None
1466,False,None
1467,False,None
1468,False,None
1469,False,None
1470,False,None
1471,False,None
1472,False,None
1473,False,None
1474,False,None
1475,False,None
1476,False,None
1477,False,None
1478,False,None
1479,False,None
1480,False,None
1481,False,None
1482,False,None
1483,False,None
1484,False,None
1485,False,None
1486,False,None
1487,False,None
1488,False,None
1489,False,None
1490,False,None
1491,False,None
1492,False,None
1493,False,None
1494,False,None
1495,False,None
1496,False,None
1497,False,None
1498,False,None
1499,False,None
1500,False,None
1501,False,None
1502,False,None
1503,False,None
1504,False,None
1505,False,None
1506,False,None
1507,False,None
1508,False,None
1509,False,None
1510,False,None
1511,False,None
1512,False,None
1513,False,None
1514,False,None
1515,False,None
1516,False,None
1517,False,None
1518,False,None
1519,False,None
1520,False,None
1521,False,None
1522,False,None
1523,False,None
1524,False,None
1525,False,None
1526,False,None
1527,False,None
1528,False,None
1529,False,None
1530,False,None
1531,False,None
1532,False,None
1533,False,None
1534,False,None
1535,False,None
1536,False,None
1537,False,None
1538,False,None
1539,False,None
1540,False,None
1541,False,None
1542,False,None
1543,False,None
1544,False,None
1545,False,None
1546,False,None
1547,False,None
